age,revenus,poste_coicop,budget_share_agregees_kantar,budget_share_bdf,budget_share_kantar,depenses_agregees_kantar,depenses_bdf,depenses_kantar,nomc,nomk,kantar_to_bdf,budget_share_kantar_to_bdf
0,0,poste_01_1_2_5_1,0.0225002329891,0.0347889931774,0.0225002329891,481807.4375,77632622.8575,481807.4375,1124 : Viande de volaille fraîche ou surgelée,11241 : Viande de volaille,161.127904667,1.54616146394
0,0,poste_01_1_2_6_1,0.00223445418681,0.00011475009106,0.00223445418681,47847.3554688,256068.075806,47847.3554688,1127 : Autres viandes comestibles fraîches ou surgelées,11271 : Autres viandes fraîches,5.35177071537,0.0513548640816
0,0,poste_01_1_2_6_3,0.028484825913,0.0224833042896,0.0120655483621,609958.171875,50172129.8345,258364.921875,"1126 : Conserve de viande, plat préparé de viandes",11261 : produits de transformation des viandes,82.2550334562,0.789308116477
0,0,poste_01_1_2_6_3,0.028484825913,0.0224833042896,0.0164192775509,609958.171875,50172129.8345,351593.25,"1126 : Conserve de viande, plat préparé de viandes",11262 : Plats cuisinés à base de viande,82.2550334562,0.789308116477
0,0,poste_01_1_2_6_3,0.028484825913,0.0224833042896,0.0,609958.171875,50172129.8345,0.0,"1126 : Conserve de viande, plat préparé de viandes",11262 : bœuf pané,82.2550334562,0.789308116477
0,0,poste_01_1_3_1_1,0.00288070840629,0.00558869371496,0.00288070840629,61685.8828125,12471328.1936,61685.8828125,1130 : Poissons frais,11301 : Poissons frais ou réfrigérés,202.174754174,1.94004145048
0,0,poste_01_1_3_1_2,0.00637597529445,0.00424177360761,0.00637597529445,136531.578125,9465637.85413,136531.578125,1132 : Fruits de mer frais ou surgelés,11321 : Fruits de mer frais,69.3292935167,0.665274473586
0,0,poste_01_1_3_2_1_a,0.0028771959003,0.00351079630571,0.0028771959003,61610.6679688,7834441.31714,61610.6679688,1131 : Poissons surgelés ou congelés ,11311 : Poissons surgelés,127.160467098,1.22021455172
0,0,poste_01_1_3_2_1_b,0.00380649407272,0.00322924591495,0.00380649407272,81510.140625,7206153.65186,81510.140625,"1133 : Poissons et fruits de mer salés, fumés, séchés","11331 : PDM séchés, fumés ou salés",88.4080630533,0.848351751837
0,0,poste_01_1_3_2_2,0.0193453360488,0.0153446261646,0.0131033201257,414250.234375,34241967.563,280587.1875,1134 : Conserves et plats préparés à base de produits de mer,11341 : PDM en conserve et poisson pané,82.6601042596,0.793195120827
0,0,poste_01_1_3_2_2,0.0193453360488,0.0153446261646,0.00624201592305,414250.234375,34241967.563,133663.046875,1134 : Conserves et plats préparés à base de produits de mer,11342 : Préparations à base de P.D.M,82.6601042596,0.793195120827
0,0,poste_01_1_4_1_1_a,0.00315158673865,0.00118183415965,0.00315158673865,67486.3203125,2637296.375,67486.3203125,1141 : Lait entier,11411 : lait entier,39.0789772325,0.374996551788
0,0,poste_01_1_4_1_1_b,0.0273052901011,0.0216650284341,0.0273052901011,584700.25,48346124.1044,584700.25,"1142 : Lait demi-écrémé, écrémé",11421 : Lait Ecrémé/Demi-Ecrémé,82.6853145768,0.793437035603
0,0,poste_01_1_4_1_1_c,0.00673153046874,8.88961604091e-05,0.000463919495573,144145.238281,198374.297852,9934.11328125,1143 : Lait de conserve,11431 : Lait de conserve,1.37621124511,0.0132059359787
0,0,poste_01_1_4_1_1_c,0.00673153046874,8.88961604091e-05,0.00626761097317,144145.238281,198374.297852,134211.125,1143 : Lait de conserve,11432 : Lait de conserve pour bébé,1.37621124511,0.0132059359787
0,0,poste_01_1_4_2_1,0.0416714618416,0.025182400221,0.0380317066379,892329.4375,56195238.7939,814389.75,"1144 : Yaourts, fromage blanc",11441 : Yaourt et Petits suisses,62.9758880884,0.604308058995
0,0,poste_01_1_4_2_1,0.0416714618416,0.025182400221,0.0,892329.4375,56195238.7939,0.0,"1144 : Yaourts, fromage blanc",11442 : Yaourt au soja ,62.9758880884,0.604308058995
0,0,poste_01_1_4_2_1,0.0416714618416,0.025182400221,0.00363975520375,892329.4375,56195238.7939,77939.6875,"1144 : Yaourts, fromage blanc",11443 : Fromage frais ,62.9758880884,0.604308058995
0,0,poste_01_1_4_2_2,0.0480115062053,0.0206286853145,0.00931309649879,1028091.61072,46033495.103,199425.453125,"1146 : Autres produits laitiers (dessert à base de lait, crème fraîche, lait aromatisé)",11461 : Crème fraîche et autres crèmes,44.7756742912,0.429661282159
0,0,poste_01_1_4_2_2,0.0480115062053,0.0206286853145,0.0375569376853,1028091.61072,46033495.103,804223.3125,"1146 : Autres produits laitiers (dessert à base de lait, crème fraîche, lait aromatisé)",11462 : Desserts lactés +  Lait bébé liquide,44.7756742912,0.429661282159
0,0,poste_01_1_4_2_2,0.0480115062053,0.0206286853145,0.00108359222629,1028091.61072,46033495.103,23203.4394531,"1146 : Autres produits laitiers (dessert à base de lait, crème fraîche, lait aromatisé)",11463 : boissons lactées (Lait aromatisé),44.7756742912,0.429661282159
0,0,poste_01_1_4_2_2,0.0480115062053,0.0206286853145,5.78797948923e-05,1028091.61072,46033495.103,1239.40563965,"1146 : Autres produits laitiers (dessert à base de lait, crème fraîche, lait aromatisé)",11464 : Laits végétaux,44.7756742912,0.429661282159
0,0,poste_01_1_4_3_1,0.08002978283,0.0496680160902,0.08002978283,1713713.125,110835583.587,1713713.125,1145 : Fromage et lait caillé,11451 : Fromages,64.6756927807,0.620619153693
0,0,poste_01_1_4_3_1,0.08002978283,0.0496680160902,0.0,1713713.125,110835583.587,0.0,1145 : Fromage et lait caillé,11452 : laits fermentés ,64.6756927807,0.620619153693
0,0,poste_01_1_4_4_1,0.00879228972955,0.0129682946756,0.00879228972955,188273.1875,28939116.5913,188273.1875,1147 : Oeufs,11471 : Œufs ,153.708114127,1.47496216281
0,0,poste_01_1_5_1_1,0.0106650984525,0.00798970490017,0.0106650984525,228376.46875,17829252.6057,228376.46875,1151 : Beurre,11511 : Beurre,78.0695695283,0.749144973741
0,0,poste_01_1_5_2_1_a,0.00107601210885,0.00273928552128,0.00107601210885,23041.1230469,6112793.16675,23041.1230469,1153 : Huiles alimentaires d'olive,11531 : Huile d'olive,265.299271842,2.54577573872
0,0,poste_01_1_5_2_1_b,0.00352763265612,0.00455224026781,0.00352763265612,75538.7578125,10158452.993,75538.7578125,"1154 : Huiles alimentaires d'arachide, de tournesol, de maïs, colza",11541 : Autres huiles ,134.480011152,1.29045190119
0,0,poste_01_1_5_2_2_a,0.00193327654548,0.00173791675858,0.00193327654548,41398.1054688,3878210.4325,41398.1054688,1152 : Margarine et autres graisses végétales,11521 : Margarine et autres graisses végétales,93.6808674837,0.898948866186
0,0,poste_01_1_5_2_2_b,1.5253718236e-05,0.0,1.5253718236e-05,326.634613037,0.0,326.634613037,1155 : saindoux et autres graisses d'origine animale,11551 : Autres graisses  alimentaires animales,0.0,0.0
0,0,poste_01_1_6_1_1_a,0.00366923106677,0.00907729026796,0.00366923106677,78570.8671875,20256230.1343,78570.8671875,1161 : agrumes (frais ou congelés),11611 : agrumes,257.808407357,2.47389442169
0,0,poste_01_1_6_1_1_b,0.00413138637406,0.00593902449259,0.00413138637406,88467.203125,13253101.2388,88467.203125,1162 : bananes fraiches,11621 : Bananes,149.808073169,1.43753790008
0,0,poste_01_1_6_1_1_c,0.00418596548162,0.00653895684205,0.00418596548162,89635.9296875,14591867.2556,89635.9296875,1163 : pommes,11631 : Pommes,162.790382233,1.5621143726
0,0,poste_01_1_6_1_1_d,0.000707101430916,0.00172079987301,0.000707101430916,15141.4755859,3840013.61792,15141.4755859,1164 : poires,11641 : Poires,253.608942941,2.43359693217
0,0,poste_01_1_6_2_1_a,0.00175240118526,0.00500467998595,0.00175240118526,37524.9414062,11168085.0288,37524.9414062,1165 : fruits à noyaux (frais ou congelés),11651 : Fruits à noyaux,297.617654026,2.85589853969
0,0,poste_01_1_6_2_1_b,0.00484750197526,0.00448230009257,0.00484750197526,103801.703125,10002379.5126,103801.703125,1166 : baies (fraîches ou congelées),11661 : Baies,96.3604566346,0.924661839322
0,0,poste_01_1_6_2_1_c,0.00214525587132,0.00695163970163,0.00214525587132,45937.3125,15512780.7363,45937.3125,"1167 : autres fruits, fruits tropicaux (frais ou congelés)","11671 : Autres fruits, fruits tropicaux",337.694564442,3.24047112261
0,0,poste_01_1_6_2_1_d,0.00585880708374,0.00475878312665,0.00585880708374,125457.226562,10619359.228,125457.226562,1168 : fruits séchés,11681 : Fruits secs et fruits à coque,84.6452573438,0.812244379894
0,0,poste_01_1_6_2_1_e,0.00140054896392,0.00106578791188,0.00140054896392,29990.5742188,2378335.88879,29990.5742188,1169 : fruits au sirop et fruits surgelés,11691 : Fruits en conserve et Fruits surgelés:,79.3027793148,0.760978687167
0,0,poste_01_1_7_1_1_a,0.00693054219665,0.00882705023129,0.00680077855288,148406.764404,19697812.4103,145628.078125,"1171 : légumes frais à feuilles et à tiges, herbes aromatiques (frais)",11711 : Légumes frais à feuilles et à tiges,132.728534911,1.27364497334
0,0,poste_01_1_7_1_1_a,0.00693054219665,0.00882705023129,0.000129763643775,148406.764404,19697812.4103,2778.6862793,"1171 : légumes frais à feuilles et à tiges, herbes aromatiques (frais)",11712 : Herbes aromatiques fraiches,132.728534911,1.27364497334
0,0,poste_01_1_7_1_1_b,0.00115385502424,0.00179183993787,0.00115385502424,24708.0078125,3998541.5332,24708.0078125,1172 : choux (frais),11721 : Choux frais,161.831806253,1.55291600784
0,0,poste_01_1_7_1_1_c,0.0130961908034,0.0172381810584,0.0129757454705,280434.52417,38467488.899,277855.375,1173 : légumes frais cultivés pour leurs fruits,11731 : Légumes frais cultivés pour leurs fruits,137.17101706,1.31627442798
0,0,poste_01_1_7_1_1_c,0.0130961908034,0.0172381810584,0.00012044533297,280434.52417,38467488.899,2579.14916992,1173 : légumes frais cultivés pour leurs fruits,11732 : Petits Pois et Haricot A Ecosser,137.17101706,1.31627442798
0,0,poste_01_1_7_1_1_d,0.00649806274221,0.0155645836699,0.00649806274221,139145.890625,34732808.9611,139145.890625,1174 : racines alimentaires fraiches et champignons frais,11741 : Légumes frais  cultivés pour leurs racines,249.614335034,2.39526521786
0,0,poste_01_1_7_2_1_a,0.000261934576368,0.00140821433516,0.000261934576368,5608.92089844,3142470.14355,5608.92089844,1175 : légumes secs,11751 : Légumes secs ,560.262874171,5.3762063592
0,0,poste_01_1_7_2_1_b,0.00598657993881,0.00185241405975,0.00518930355886,128193.283203,4133714.40051,111120.851562,1176 : légumes surgelés (non cuisinés),11761 : Légumes surgelés,32.2459515602,0.309427766552
0,0,poste_01_1_7_2_1_b,0.00598657993881,0.00185241405975,0.000797276379953,128193.283203,4133714.40051,17072.4316406,1176 : légumes surgelés (non cuisinés),"11762 : Petits Pois , Haricot à Ecosser surgelés ",32.2459515602,0.309427766552
0,0,poste_01_1_7_2_1_c,0.0204697968089,0.0176713885203,0.0186562821582,438328.809814,39434203.6106,399495.21875,"1177 : légumes et plats à base de légume, en conserve (sans PDT)",11771 : Légumes en conserve,89.9648910308,0.86329086142
0,0,poste_01_1_7_2_1_c,0.0204697968089,0.0176713885203,0.000610283139117,438328.809814,39434203.6106,13068.2626953,"1177 : légumes et plats à base de légume, en conserve (sans PDT)",11772 : Petits Pois et Haricot à ecosser en conserve,89.9648910308,0.86329086142
0,0,poste_01_1_7_2_1_c,0.0204697968089,0.0176713885203,0.00112190252984,438328.809814,39434203.6106,24023.7949219,"1177 : légumes et plats à base de légume, en conserve (sans PDT)",11773 : Plats cuisinés à base de légumes en conserve,89.9648910308,0.86329086142
0,0,poste_01_1_7_2_1_c,0.0204697968089,0.0176713885203,8.1328981813e-05,438328.809814,39434203.6106,1741.53344727,"1177 : légumes et plats à base de légume, en conserve (sans PDT)",11774 : Salade de légumes et purée de légumes deshydratée en conserve,89.9648910308,0.86329086142
0,0,poste_01_1_7_2_2,0.0228658101155,0.0233034050098,0.0171476138637,489635.702148,52002207.8016,367189.4375,"1179 : pomme de terre, autres tubercules, produits à base de PDT",11791 : Pommes de terre et  purée deshydratée,106.205915078,1.01913751982
0,0,poste_01_1_7_2_2,0.0228658101155,0.0233034050098,0.000497952358531,489635.702148,52002207.8016,10662.8740234,"1179 : pomme de terre, autres tubercules, produits à base de PDT",11792 : Plat purée non deshydratée,106.205915078,1.01913751982
0,0,poste_01_1_7_2_2,0.0228658101155,0.0233034050098,0.00522024389334,489635.702148,52002207.8016,111783.390625,"1179 : pomme de terre, autres tubercules, produits à base de PDT",11793 : Chips + Gratin Dauphinois,106.205915078,1.01913751982
0,0,poste_01_1_7_2_3,0.00862724305335,0.0086006280498,0.00858766869786,184738.970047,19192544.9042,183891.546875,"1178 : légumes préparés et plats à base de légumes, frais et surgelés",11781 : Légumes préparés frais et surgelés,103.890072026,0.996915004783
0,0,poste_01_1_7_2_3,0.00862724305335,0.0086006280498,2.79514122709e-05,184738.970047,19192544.9042,598.535949707,"1178 : légumes préparés et plats à base de légumes, frais et surgelés",11782 : Plats gratin : Gratin de légumes,103.890072026,0.996915004783
0,0,poste_01_1_7_2_3,0.00862724305335,0.0086006280498,1.1622943221e-05,184738.970047,19192544.9042,248.88722229,"1178 : légumes préparés et plats à base de légumes, frais et surgelés",11783 : Plats à base de légumes frais et surgelés,103.890072026,0.996915004783
0,0,poste_01_1_7_2_3,0.00862724305335,0.0086006280498,0.0,184738.970047,19192544.9042,0.0,"1178 : légumes préparés et plats à base de légumes, frais et surgelés",11784 : Steak Soja,103.890072026,0.996915004783
0,0,poste_01_1_8_1_1_a,0.00384397892368,0.00607831535033,0.00384397892368,82312.8203125,13563932.73,82312.8203125,1181 : sucre,11811 : sucre,164.785177795,1.58125615957
0,0,poste_01_1_8_1_1_c,0.00607441092173,0.0332290616186,0.00607441092173,130074.046875,74151591.4355,130074.046875,1194 : autres produits alimentaires,11941 : Plats sans information sur la composition ,570.072149034,5.47033482698
0,0,poste_01_1_8_1_2,0.0173972358798,0.00822009328957,0.0169552843227,372534.704102,18343370.817,363071.0,"1182 : confitures, compote, gelées, purées et pâtes de fruits, miel","11821 : Confitures, marmelades, compotes",49.2393610986,0.472494213816
0,0,poste_01_1_8_1_2,0.0173972358798,0.00822009328957,0.000441951557099,372534.704102,18343370.817,9463.70410156,"1182 : confitures, compote, gelées, purées et pâtes de fruits, miel","11822 : Miel, gelées, pâtes de fruits",49.2393610986,0.472494213816
0,0,poste_01_1_8_1_3,0.0162115663166,0.0169306375483,0.0162115663166,347145.4375,37781196.8522,347145.4375,"1184 : sucreries, bonbons et autres confiseries",11841 : Produits de confiserie,108.833914466,1.0443554446
0,0,poste_01_1_8_2_1,0.0294824535002,0.0235529353398,0.0294824535002,631320.8125,52559041.7952,631320.8125,1183 : chocolat,11831 : Chocolat,83.2525092703,0.798879758758
0,0,poste_01_1_8_3_1,0.0107498911315,0.00776993197784,0.0107498911315,230192.171875,17338823.1096,230192.171875,"1185 : crèmes glacées, sorbets, entremets glacés",11851 : Crèmes glacées et sorbets,75.3232526041,0.722791689964
0,0,poste_01_1_9_1_1_a,0.0133394066348,0.0158347394405,0.00547538043439,285642.612305,35335669.209,117246.742188,1191 : sauces et condiments,11911 : condiment et sauces à base de légumes/plantes,123.705874708,1.18706475288
0,0,poste_01_1_9_1_1_a,0.0133394066348,0.0158347394405,0.00723441096165,285642.612305,35335669.209,154913.640625,1191 : sauces et condiments,11912 : Sauce d'origine animale,123.705874708,1.18706475288
0,0,poste_01_1_9_1_1_a,0.0133394066348,0.0158347394405,0.000629615238737,285642.612305,35335669.209,13482.2294922,1191 : sauces et condiments,11913 : Vinaigre ,123.705874708,1.18706475288
0,0,poste_01_1_9_1_1_b,0.00221360918309,0.00339466736035,0.00221360918309,47400.9921875,7575296.28894,47400.9921875,1192 : sel et épices sèches,11921 : Sel et épices sèches,159.813032161,1.53354412616
0,0,poste_01_1_9_3_2,0.00427472817705,0.00408714168545,0.00282637921476,91536.6445312,9120572.34351,60522.5078125,"1193 : levure , préparations pour desserts, soupes",11931 : Soupes sans viande,99.6384823828,0.956117328675
0,0,poste_01_1_9_3_2,0.00427472817705,0.00408714168545,0.00144834896229,91536.6445312,9120572.34351,31014.1367188,"1193 : levure , préparations pour desserts, soupes",11932 : Soupes contenant de la viande,99.6384823828,0.956117328675
0,0,poste_01_2_1_1_1,0.0093681940453,0.0013929939917,0.0093681940453,200605.28125,3108505.51636,200605.28125,1213 : cacao et chocolat en poudre,12131 : Cacao et chocolat en poudre,15.4956315058,0.148693972922
0,0,poste_01_2_1_2_1,0.0193664187463,0.0145080056762,0.0193664187463,414701.6875,32375025.2655,414701.6875,1211 : café,12111 : Café ,78.0682264899,0.749132086127
0,0,poste_01_2_1_3_1,0.0024027739115,0.00527404595195,0.0024027739115,51451.6601562,11769182.8054,51451.6601562,1212 : thé et plantes à infusion,12121 : Thés et infusions,228.742527834,2.194982194
0,0,poste_01_2_2_1_1,0.0120653819947,0.0146407435988,0.0120653819947,258361.359375,32671233.6964,258361.359375,1221 : eaux minérales,12211 : Eaux minérales ou de source,126.455572828,1.21345048215
0,0,poste_01_2_2_2_1,0.0,0.000121844772663,0.0,0.0,271900.058594,0.0,1224 : jus de légumes,12241 : Jus de légumes,inf,inf
0,0,poste_01_2_2_2_2,0.0278057117486,0.0237568730027,0.0278057117486,595416.0,53014134.4617,595416.0,1222 : boissons gazeuses,12221 : Boissons gazeuses,89.0371344769,0.85438823568
0,0,poste_01_2_2_2_3,0.0475736525244,0.03705423387,0.027715934613,1018715.65625,82687571.5729,593493.5625,"1223 : jus de fruits et de légumes, sirops, boissons aromatisées",12231 : Jus de Fruits ,81.1684507503,0.778881416578
0,0,poste_01_2_2_2_3,0.0475736525244,0.03705423387,0.0198577179114,1018715.65625,82687571.5729,425222.09375,"1223 : jus de fruits et de légumes, sirops, boissons aromatisées",12232 : Boissons aromatisées ,81.1684507503,0.778881416578
0,0,poste_02_1_1_1_1,0.0100261437878,0.0109910166767,0.0100261437878,214694.25,24526764.7767,214694.25,2111 : spiritueux et liqueurs,21111 : Spiritueux et liqueurs,114.240436233,1.09623569233
0,0,poste_02_1_2_1_1,0.00916654208904,0.0316155217195,0.00916654208904,196287.21875,70550931.4851,196287.21875,2121 : vins et cidres,21211 : Vins et cidres/Poiré,359.42702706,3.44901287883
0,0,poste_02_1_2_2_1,0.00448100430959,0.00946887242224,0.00448100430959,95953.7265625,21130056.7939,95953.7265625,"2122 : autres apéritifs à base de vin, champagne et autres mousseux","21221 : Autres apéritifs, champagne et autres",220.210903223,2.11311388431
0,0,poste_02_1_3_1_1,0.0171527814705,0.0195855162121,0.0171527814705,367300.09375,43705633.7275,367300.09375,2131 : bière et boissons à base de bière,21311 : Bière alcoolisée,118.991621487,1.14182741999
0,0,poste_02_1_3_1_1,0.0171527814705,0.0195855162121,0.0,367300.09375,43705633.7275,0.0,2131 : bière et boissons à base de bière,21312 : Bière non alcoolisée,118.991621487,1.14182741999
0,1,poste_01_1_1_1_1,0.0726046249375,0.107993605241,0.0148003711765,20055285.9688,420780048.645,4088247.5,1112 : Pain/viennoiserie/biscuits/gâteaux,11121 : Pain et Panification sèche,20.9810046738,1.48742046852
0,1,poste_01_1_1_1_1,0.0726046249375,0.107993605241,0.0107857374943,20055285.9688,420780048.645,2979301.25,1112 : Pain/viennoiserie/biscuits/gâteaux,11122 : Viennoiserie,20.9810046738,1.48742046852
0,1,poste_01_1_1_1_1,0.0726046249375,0.107993605241,0.00191081570117,20055285.9688,420780048.645,527817.0,1112 : Pain/viennoiserie/biscuits/gâteaux,11123 : Pâtisseries fraîches,20.9810046738,1.48742046852
0,1,poste_01_1_1_1_1,0.0726046249375,0.107993605241,0.0014854266128,20055285.9688,420780048.645,410313.46875,1112 : Pain/viennoiserie/biscuits/gâteaux,11124 : Pâtisserie surgelée,20.9810046738,1.48742046852
0,1,poste_01_1_1_1_1,0.0726046249375,0.107993605241,0.00905893958243,20055285.9688,420780048.645,2502314.75,1112 : Pain/viennoiserie/biscuits/gâteaux,11125 : Pâtisseries de conservation,20.9810046738,1.48742046852
0,1,poste_01_1_1_1_1,0.0726046249375,0.107993605241,0.0263030369893,20055285.9688,420780048.645,7265583.0,1112 : Pain/viennoiserie/biscuits/gâteaux,11126 : Biscuits secs sucrés et gâteaux industriels,20.9810046738,1.48742046852
0,1,poste_01_1_1_1_1,0.0726046249375,0.107993605241,0.00826029738093,20055285.9688,420780048.645,2281709.0,1112 : Pain/viennoiserie/biscuits/gâteaux,11127 : Biscuits Apéritifs,20.9810046738,1.48742046852
0,1,poste_01_1_1_3_3,0.0364128936209,0.0504798560192,0.0319052211976,10058188.375,196686796.63,8813052.0,"1114 : Préparations telles que pâte à pâtisser, gâteau industriel, tarte, quiche",11141 : Plats à base de céréales,19.5548929188,1.38631816918
0,1,poste_01_1_1_3_3,0.0364128936209,0.0504798560192,0.00450767242331,10058188.375,196686796.63,1245136.375,"1114 : Préparations telles que pâte à pâtisser, gâteau industriel, tarte, quiche",11142 : Pâte à pâtisser/Pâte à Tarte/Pâte à Garnir,19.5548929188,1.38631816918
0,1,poste_01_1_1_4_1,0.0197763082439,0.0166821376907,0.00975432756889,5462730.75,64999318.1849,2694399.0,1115 : Autres céréales et produits à base de céréales,11151 : Autres céréales,11.8986860527,0.843541549056
0,1,poste_01_1_1_4_1,0.0197763082439,0.0166821376907,0.00665643910391,5462730.75,64999318.1849,1838681.625,1115 : Autres céréales et produits à base de céréales,11152 : Céréales pour petit déjeuner,11.8986860527,0.843541549056
0,1,poste_01_1_1_4_1,0.0197763082439,0.0166821376907,0.00336554157113,5462730.75,64999318.1849,929650.125,1115 : Autres céréales et produits à base de céréales,11153 : Barre de céréales,11.8986860527,0.843541549056
0,1,poste_01_1_1_4_2,0.0198135388524,0.0214182507048,0.0116971062266,5473014.8125,83452835.5022,3231045.0,1113 : Pâtes et plats à base de pâtes,11131 : Pâtes alimentaires,15.2480558451,1.08099067331
0,1,poste_01_1_1_4_2,0.0198135388524,0.0214182507048,0.00273788322169,5473014.8125,83452835.5022,756274.5625,1113 : Pâtes et plats à base de pâtes,11132 : Plats pâtes sans viande,15.2480558451,1.08099067331
0,1,poste_01_1_1_4_2,0.0198135388524,0.0214182507048,0.00537854940417,5473014.8125,83452835.5022,1485695.25,1113 : Pâtes et plats à base de pâtes,11133 : Plats pâtes  avec viande,15.2480558451,1.08099067331
