region,carburant,annee,prix_moyen_par_hectolitre
52,SP95,2022,190.0
52,GPLc,2007,71.85
52,GPLc,2008,75.06
52,GPLc,2009,65.21
52,GPLc,2010,71.23
52,GPLc,2011,81.34
52,GPLc,2012,85.12
52,GPLc,2013,85.51
52,GPLc,2014,84.05
52,GPLc,2015,77.76
52,GPLc,2016,69.5
52,GPLc,2017,72.53
52,GPLc,2018,81.82
52,GPLc,2019,84.95
52,GPLc,2020,84.43
52,GPLc,2021,84.91
52,GPLc,2022,86.0
52,E85,2007,83.05
52,E85,2008,83.97
52,E85,2009,91.41
52,E85,2010,116.58
52,E85,2011,95.28
52,E85,2012,91.76
52,E85,2013,94.8
52,E85,2014,89.68
52,E85,2015,92.46
52,E85,2016,76.85
52,E85,2017,71.8
52,E85,2018,70.14
52,E85,2019,67.43
52,E85,2020,64.82
52,E85,2021,67.76
52,E85,2022,81.0
52,E10,2009,124.86
52,E10,2010,137.42
52,E10,2011,152.05
52,E10,2012,157.24
52,E10,2013,153.97
52,E10,2014,147.87
52,E10,2015,134.53
52,E10,2016,128.11
52,E10,2017,135.08
52,E10,2018,147.95
52,E10,2019,148.35
52,E10,2020,133.41
52,E10,2021,152.58
52,E10,2022,184.0
52,SP98,2013,157.63
52,SP98,2014,154.23
52,SP98,2015,141.48
52,SP98,2016,136.04
52,SP98,2017,143.4
52,SP98,2018,156.47
52,SP98,2019,156.9
52,SP98,2020,141.59
52,SP98,2021,160.92
52,SP98,2022,193.0
31,Gazole,2007,108.98
31,Gazole,2008,126.28
31,Gazole,2009,99.78
31,Gazole,2010,114.99
31,Gazole,2011,135.04
31,Gazole,2012,141.04
31,Gazole,2013,136.52
31,Gazole,2014,129.36
31,Gazole,2015,115.36
31,Gazole,2016,
31,Gazole,2017,
31,Gazole,2018,
31,Gazole,2019,
31,Gazole,2020,
31,Gazole,2021,
31,Gazole,2022,
31,SP95,2007,128.92
31,SP95,2008,136.66
31,SP95,2009,120.74
31,SP95,2010,135.25
31,SP95,2011,151.33
31,SP95,2012,158.82
31,SP95,2013,155.91
31,SP95,2014,150.18
31,SP95,2015,136.95
31,SP95,2016,
31,SP95,2017,
31,SP95,2018,
31,SP95,2019,
31,SP95,2020,
31,SP95,2021,
31,SP95,2022,
31,GPLc,2007,73.65
31,GPLc,2008,75.34
31,GPLc,2009,65.76
31,GPLc,2010,72.36
31,GPLc,2011,84.0
31,GPLc,2012,86.8
31,GPLc,2013,86.55
31,GPLc,2014,85.4
31,GPLc,2015,76.89
31,GPLc,2016,
31,GPLc,2017,
31,GPLc,2018,
31,GPLc,2019,
31,GPLc,2020,
31,GPLc,2021,
31,GPLc,2022,
31,E85,2007,82.06
31,E85,2008,84.07
31,E85,2009,91.43
31,E85,2010,107.39
31,E85,2011,90.79
31,E85,2012,92.18
31,E85,2013,93.29
31,E85,2014,85.64
31,E85,2015,84.29
31,E85,2016,
31,E85,2017,
31,E85,2018,
31,E85,2019,
31,E85,2020,
31,E85,2021,
31,E85,2022,
31,E10,2009,126.46
31,E10,2010,136.37
31,E10,2011,151.83
31,E10,2012,157.98
31,E10,2013,155.18
31,E10,2014,149.25
31,E10,2015,136.02
31,E10,2016,
31,E10,2017,
31,E10,2018,
31,E10,2019,
31,E10,2020,
31,E10,2021,
31,E10,2022,
31,SP98,2013,158.75
31,SP98,2014,154.96
31,SP98,2015,141.6
31,SP98,2016,
31,SP98,2017,
31,SP98,2018,
31,SP98,2019,
31,SP98,2020,
31,SP98,2021,
31,SP98,2022,
41,Gazole,2007,110.31
41,Gazole,2008,128.21
41,Gazole,2009,101.65
41,Gazole,2010,116.37
41,Gazole,2011,136.34
41,Gazole,2012,142.63
41,Gazole,2013,138.07
41,Gazole,2014,131.24
41,Gazole,2015,117.61
41,Gazole,2016,
41,Gazole,2017,
41,Gazole,2018,
41,Gazole,2019,
41,Gazole,2020,
41,Gazole,2021,
41,Gazole,2022,
41,SP95,2007,129.82
41,SP95,2008,138.01
41,SP95,2009,122.82
41,SP95,2010,136.95
41,SP95,2011,152.69
41,SP95,2012,160.13
41,SP95,2013,157.24
41,SP95,2014,151.34
41,SP95,2015,138.14
41,SP95,2016,
41,SP95,2017,
41,SP95,2018,
41,SP95,2019,
41,SP95,2020,
41,SP95,2021,
41,SP95,2022,
41,GPLc,2007,70.43
41,GPLc,2008,73.3
41,GPLc,2009,65.13
41,GPLc,2010,68.87
41,GPLc,2011,79.72
41,GPLc,2012,85.49
41,GPLc,2013,84.83
41,GPLc,2014,83.02
41,GPLc,2015,77.22
41,GPLc,2016,
41,GPLc,2017,
41,GPLc,2018,
41,GPLc,2019,
41,GPLc,2020,
41,GPLc,2021,
41,GPLc,2022,
41,E85,2007,84.46
41,E85,2008,89.15
41,E85,2009,87.39
41,E85,2010,101.29
41,E85,2011,94.72
41,E85,2012,90.9
41,E85,2013,92.33
41,E85,2014,90.07
41,E85,2015,90.03
41,E85,2016,
41,E85,2017,
41,E85,2018,
41,E85,2019,
41,E85,2020,
41,E85,2021,
41,E85,2022,
41,E10,2009,124.0
41,E10,2010,134.54
41,E10,2011,150.7
41,E10,2012,157.37
41,E10,2013,154.6
41,E10,2014,149.22
41,E10,2015,136.05
41,E10,2016,
41,E10,2017,
41,E10,2018,
41,E10,2019,
41,E10,2020,
41,E10,2021,
41,E10,2022,
41,SP98,2013,159.08
41,SP98,2014,155.8
41,SP98,2015,142.5
41,SP98,2016,
41,SP98,2017,
41,SP98,2018,
41,SP98,2019,
41,SP98,2020,
41,SP98,2021,
41,SP98,2022,
42,Gazole,2007,110.34
42,Gazole,2008,128.54
42,Gazole,2009,101.56
42,Gazole,2010,115.82
42,Gazole,2011,136.38
42,Gazole,2012,142.21
42,Gazole,2013,137.32
42,Gazole,2014,130.18
42,Gazole,2015,117.05
42,Gazole,2016,
42,Gazole,2017,
42,Gazole,2018,
42,Gazole,2019,
42,Gazole,2020,
42,Gazole,2021,
42,Gazole,2022,
42,SP95,2007,128.75
42,SP95,2008,137.51
42,SP95,2009,122.91
42,SP95,2010,136.84
42,SP95,2011,152.43
42,SP95,2012,158.93
42,SP95,2013,156.08
42,SP95,2014,150.17
42,SP95,2015,137.02
42,SP95,2016,
42,SP95,2017,
42,SP95,2018,
42,SP95,2019,
42,SP95,2020,
42,SP95,2021,
42,SP95,2022,
42,GPLc,2007,72.03
42,GPLc,2008,74.5
42,GPLc,2009,65.73
42,GPLc,2010,72.43
42,GPLc,2011,85.27
42,GPLc,2012,86.78
42,GPLc,2013,87.33
42,GPLc,2014,84.62
42,GPLc,2015,77.3
42,GPLc,2016,
42,GPLc,2017,
42,GPLc,2018,
42,GPLc,2019,
42,GPLc,2020,
42,GPLc,2021,
42,GPLc,2022,
42,E85,2007,83.24
42,E85,2008,85.76
42,E85,2009,91.13
42,E85,2010,101.68
42,E85,2011,88.58
42,E85,2012,92.24
42,E85,2013,92.88
42,E85,2014,89.53
42,E85,2015,89.66
42,E85,2016,
42,E85,2017,
42,E85,2018,
42,E85,2019,
42,E85,2020,
42,E85,2021,
42,E85,2022,
42,E10,2009,121.92
42,E10,2010,136.58
42,E10,2011,153.5
42,E10,2012,159.02
42,E10,2013,155.71
42,E10,2014,149.78
42,E10,2015,136.7
42,E10,2016,
42,E10,2017,
42,E10,2018,
42,E10,2019,
42,E10,2020,
42,E10,2021,
42,E10,2022,
42,SP98,2013,159.21
42,SP98,2014,155.66
42,SP98,2015,142.84
42,SP98,2016,
42,SP98,2017,
42,SP98,2018,
42,SP98,2019,
42,SP98,2020,
42,SP98,2021,
42,SP98,2022,
02,Gazole,2007,108.88
02,Gazole,2008,127.06
02,Gazole,2009,100.37
02,Gazole,2010,116.33
02,Gazole,2011,137.81
02,Gazole,2012,144.88
02,Gazole,2013,141.14
02,Gazole,2014,134.29
02,Gazole,2015,
02,Gazole,2016,
02,Gazole,2017,
02,Gazole,2018,
02,Gazole,2019,
02,Gazole,2020,
02,Gazole,2021,
02,Gazole,2022,
02,SP95,2007,129.5
02,SP95,2008,138.44
02,SP95,2009,120.08
02,SP95,2010,
02,SP95,2011,157.31
02,SP95,2012,164.14
02,SP95,2013,162.22
02,SP95,2014,156.73
02,SP95,2015,
02,SP95,2016,
02,SP95,2017,
02,SP95,2018,
02,SP95,2019,
02,SP95,2020,
02,SP95,2021,
02,SP95,2022,
02,E10,2009,124.06
02,E10,2010,136.68
02,E10,2011,153.24
02,E10,2012,161.56
02,E10,2013,159.51
02,E10,2014,153.66
02,E10,2015,
02,E10,2016,
02,E10,2017,
02,E10,2018,
02,E10,2019,
02,E10,2020,
02,E10,2021,
02,E10,2022,
02,SP98,2013,166.63
02,SP98,2014,160.86
02,SP98,2015,
02,SP98,2016,
02,SP98,2017,
02,SP98,2018,
02,SP98,2019,
02,SP98,2020,
02,SP98,2021,
02,SP98,2022,
11,Gazole,2007,111.29
11,Gazole,2008,128.72
11,Gazole,2009,101.97
11,Gazole,2010,117.24
11,Gazole,2011,135.9
11,Gazole,2012,143.46
11,Gazole,2013,138.59
11,Gazole,2014,132.05
11,Gazole,2015,118.37
11,Gazole,2016,114.37
11,Gazole,2017,129.07
11,Gazole,2018,149.42
11,Gazole,2019,150.24
11,Gazole,2020,132.67
11,Gazole,2021,149.88
11,Gazole,2022,192.0
11,SP95,2007,130.14
11,SP95,2008,137.52
11,SP95,2009,120.85
11,SP95,2010,135.57
11,SP95,2011,150.27
11,SP95,2012,159.13
11,SP95,2013,155.95
11,SP95,2014,150.57
11,SP95,2015,137.48
11,SP95,2016,132.97
11,SP95,2017,141.28
11,SP95,2018,154.34
11,SP95,2019,154.56
11,SP95,2020,139.26
11,SP95,2021,157.94
11,SP95,2022,192.0
11,GPLc,2007,74.74
11,GPLc,2008,76.21
11,GPLc,2009,66.75
11,GPLc,2010,74.2
11,GPLc,2011,84.77
11,GPLc,2012,88.2
11,GPLc,2013,88.29
11,GPLc,2014,87.07
11,GPLc,2015,80.62
11,GPLc,2016,72.53
11,GPLc,2017,76.22
11,GPLc,2018,85.11
11,GPLc,2019,87.44
11,GPLc,2020,87.22
11,GPLc,2021,87.8
11,GPLc,2022,91.0
11,E85,2007,81.29
11,E85,2008,87.18
11,E85,2009,93.49
11,E85,2010,106.1
11,E85,2011,90.42
11,E85,2012,91.26
11,E85,2013,90.36
11,E85,2014,87.41
11,E85,2015,82.28
11,E85,2016,75.41
11,E85,2017,72.32
11,E85,2018,72.6
11,E85,2019,72.63
11,E85,2020,72.73
11,E85,2021,73.07
11,E85,2022,80.0
11,E10,2009,125.98
11,E10,2010,136.77
11,E10,2011,151.29
11,E10,2012,158.21
11,E10,2013,155.02
11,E10,2014,149.79
11,E10,2015,137.49
11,E10,2016,131.08
11,E10,2017,139.75
11,E10,2018,152.63
11,E10,2019,153.24
11,E10,2020,138.87
11,E10,2021,158.44
11,E10,2022,190.0
11,SP98,2013,159.64
11,SP98,2014,155.77
11,SP98,2015,143.0
11,SP98,2016,138.71
11,SP98,2017,147.7
11,SP98,2018,160.64
11,SP98,2019,161.28
11,SP98,2020,147.38
11,SP98,2021,167.48
11,SP98,2022,200.0
04,Gazole,2011,145.25
04,Gazole,2012,151.12
04,Gazole,2013,148.01
04,Gazole,2014,139.17
04,Gazole,2015,120.65
04,Gazole,2016,113.2
04,Gazole,2017,133.41
04,Gazole,2018,
04,Gazole,2019,
04,Gazole,2020,
04,Gazole,2021,
04,Gazole,2022,
04,SP95,2011,160.38
04,SP95,2012,166.04
04,SP95,2013,
04,SP95,2014,
04,SP95,2015,
04,SP95,2016,
04,SP95,2017,
04,SP95,2018,
04,SP95,2019,
04,SP95,2020,
04,SP95,2021,
04,SP95,2022,
04,GPLc,2011,89.16
04,GPLc,2012,95.33
04,GPLc,2013,95.17
04,GPLc,2014,94.15
04,GPLc,2015,
04,GPLc,2016,
04,GPLc,2017,
04,GPLc,2018,
04,GPLc,2019,
04,GPLc,2020,
04,GPLc,2021,
04,GPLc,2022,
04,E10,2012,167.32
04,E10,2013,163.98
04,E10,2014,156.67
04,E10,2015,140.11
04,E10,2016,130.54
04,E10,2017,144.32
04,E10,2018,
04,E10,2019,
04,E10,2020,
04,E10,2021,
04,E10,2022,
04,SP98,2013,168.11
04,SP98,2014,167.19
04,SP98,2015,
04,SP98,2016,131.93
04,SP98,2017,
04,SP98,2018,
04,SP98,2019,
04,SP98,2020,
04,SP98,2021,
04,SP98,2022,
84,Gazole,2016,113.38
84,Gazole,2017,125.87
84,Gazole,2018,146.3
84,Gazole,2019,146.35
84,Gazole,2020,128.77
84,Gazole,2021,145.6
84,Gazole,2022,188.0
84,SP95,2016,133.31
84,SP95,2017,140.76
84,SP95,2018,153.27
84,SP95,2019,153.25
84,SP95,2020,139.27
84,SP95,2021,157.66
84,SP95,2022,189.0
84,SP98,2016,137.88
84,SP98,2017,145.67
84,SP98,2018,158.52
84,SP98,2019,157.91
84,SP98,2020,144.49
84,SP98,2021,163.32
84,SP98,2022,195.0
84,GPLc,2016,72.54
84,GPLc,2017,77.1
84,GPLc,2018,85.18
84,GPLc,2019,88.5
84,GPLc,2020,86.96
84,GPLc,2021,87.74
84,GPLc,2022,90.0
84,E10,2016,130.23
84,E10,2017,136.99
84,E10,2018,149.57
84,E10,2019,149.35
84,E10,2020,136.05
84,E10,2021,154.55
84,E10,2022,185.0
84,E85,2016,81.46
84,E85,2017,74.13
84,E85,2018,71.64
84,E85,2019,71.26
84,E85,2020,71.0
84,E85,2021,71.5
84,E85,2022,83.0
27,Gazole,2016,112.75
27,Gazole,2017,125.46
27,Gazole,2018,146.26
27,Gazole,2019,146.52
27,Gazole,2020,128.92
27,Gazole,2021,145.55
27,Gazole,2022,188.0
27,SP95,2016,132.76
27,SP95,2017,140.08
27,SP95,2018,153.28
27,SP95,2019,152.93
27,SP95,2020,139.17
27,SP95,2021,157.83
27,SP95,2022,189.0
27,E10,2016,130.09
27,E10,2017,136.77
27,E10,2018,149.88
27,E10,2019,149.89
27,E10,2020,135.9
27,E10,2021,154.58
27,E10,2022,185.0
27,SP98,2016,137.28
27,SP98,2017,145.15
27,SP98,2018,158.45
27,SP98,2019,157.96
27,SP98,2020,144.58
27,SP98,2021,163.06
27,SP98,2022,195.0
27,GPLc,2016,72.89
27,GPLc,2017,77.04
27,GPLc,2018,88.81
27,GPLc,2019,89.37
27,GPLc,2020,89.86
27,GPLc,2021,90.13
27,GPLc,2022,92.0
27,E85,2016,86.4
27,E85,2017,71.16
27,E85,2018,74.5
27,E85,2019,70.37
27,E85,2020,69.63
27,E85,2021,69.74
27,E85,2022,82.0
32,Gazole,2016,111.21
32,Gazole,2017,123.61
32,Gazole,2018,144.27
32,Gazole,2019,144.65
32,Gazole,2020,126.8
32,Gazole,2021,143.3
32,Gazole,2022,186.0
32,SP95,2016,131.43
32,SP95,2017,138.61
32,SP95,2018,151.61
32,SP95,2019,151.95
32,SP95,2020,136.81
32,SP95,2021,155.51
32,SP95,2022,189.0
32,SP98,2016,136.3
32,SP98,2017,143.79
32,SP98,2018,156.72
32,SP98,2019,156.6
32,SP98,2020,141.68
32,SP98,2021,160.94
32,SP98,2022,194.0
32,E10,2016,129.57
32,E10,2017,136.39
32,E10,2018,149.19
32,E10,2019,149.24
32,E10,2020,134.89
32,E10,2021,153.36
32,E10,2022,185.0
32,E85,2016,73.88
32,E85,2017,63.51
32,E85,2018,64.96
32,E85,2019,63.75
32,E85,2020,63.89
32,E85,2021,67.23
32,E85,2022,80.0
32,GPLc,2016,70.68
32,GPLc,2017,74.53
32,GPLc,2018,82.9
32,GPLc,2019,85.03
32,GPLc,2020,84.14
32,GPLc,2021,85.44
32,GPLc,2022,89.0
44,Gazole,2016,112.36
44,Gazole,2017,125.03
44,Gazole,2018,145.76
44,Gazole,2019,146.08
44,Gazole,2020,128.16
44,Gazole,2021,144.79
44,Gazole,2022,187.0
44,SP95,2016,132.23
44,SP95,2017,139.64
44,SP95,2018,152.28
44,SP95,2019,152.84
44,SP95,2020,137.81
44,SP95,2021,157.24
44,SP95,2022,190.0
44,E85,2016,75.86
44,E85,2017,70.2
44,E85,2018,72.59
44,E85,2019,69.99
44,E85,2020,69.85
44,E85,2021,70.11
44,E85,2022,79.0
44,SP98,2016,136.87
44,SP98,2017,144.88
44,SP98,2018,157.69
44,SP98,2019,157.67
44,SP98,2020,142.81
44,SP98,2021,162.08
44,SP98,2022,194.0
44,E10,2016,129.31
44,E10,2017,136.26
44,E10,2018,149.02
44,E10,2019,149.24
44,E10,2020,134.78
44,E10,2021,153.7
44,E10,2022,185.0
44,GPLc,2016,70.41
44,GPLc,2017,73.7
44,GPLc,2018,82.6
44,GPLc,2019,85.84
44,GPLc,2020,86.16
44,GPLc,2021,87.12
44,GPLc,2022,90.0
76,Gazole,2016,112.8
76,Gazole,2017,125.18
76,Gazole,2018,145.53
76,Gazole,2019,145.72
76,Gazole,2020,127.93
76,Gazole,2021,144.79
76,Gazole,2022,187.0
76,GPLc,2016,72.5
76,GPLc,2017,75.77
76,GPLc,2018,84.03
76,GPLc,2019,86.73
76,GPLc,2020,87.29
76,GPLc,2021,88.64
76,GPLc,2022,91.0
76,E10,2016,129.44
76,E10,2017,136.44
76,E10,2018,148.71
76,E10,2019,148.55
76,E10,2020,135.1
76,E10,2021,153.72
76,E10,2022,184.0
76,SP98,2016,137.45
76,SP98,2017,145.18
76,SP98,2018,157.61
76,SP98,2019,157.04
76,SP98,2020,143.24
76,SP98,2021,162.09
76,SP98,2022,194.0
76,SP95,2016,133.36
76,SP95,2017,140.78
76,SP95,2018,153.45
76,SP95,2019,153.0
76,SP95,2020,139.65
76,SP95,2021,157.84
76,SP95,2022,190.0
76,E85,2016,77.36
76,E85,2017,72.63
76,E85,2018,71.41
76,E85,2019,69.83
76,E85,2020,67.83
76,E85,2021,69.82
76,E85,2022,82.0
28,Gazole,2016,111.7
28,Gazole,2017,123.86
28,Gazole,2018,144.43
28,Gazole,2019,144.85
28,Gazole,2020,126.89
28,Gazole,2021,143.65
28,Gazole,2022,186.0
28,GPLc,2016,73.27
28,GPLc,2017,76.0
28,GPLc,2018,84.05
28,GPLc,2019,87.32
28,GPLc,2020,86.77
28,GPLc,2021,87.49
28,GPLc,2022,90.0
28,E10,2016,129.2
28,E10,2017,136.05
28,E10,2018,149.27
28,E10,2019,149.65
28,E10,2020,134.84
28,E10,2021,153.36
28,E10,2022,185.0
28,SP98,2016,136.7
28,SP98,2017,144.3
28,SP98,2018,157.46
28,SP98,2019,157.4
28,SP98,2020,142.34
28,SP98,2021,161.37
28,SP98,2022,194.0
28,SP95,2016,131.92
28,SP95,2017,138.93
28,SP95,2018,151.95
28,SP95,2019,152.31
28,SP95,2020,137.01
28,SP95,2021,156.16
28,SP95,2022,190.0
28,E85,2016,80.39
28,E85,2017,67.54
28,E85,2018,67.1
28,E85,2019,68.13
28,E85,2020,64.65
28,E85,2021,66.67
28,E85,2022,80.0
75,Gazole,2016,112.03
75,Gazole,2017,124.91
75,Gazole,2018,145.05
75,Gazole,2019,145.5
75,Gazole,2020,127.67
75,Gazole,2021,144.09
75,Gazole,2022,186.0
75,SP95,2016,133.0
75,SP95,2017,140.46
75,SP95,2018,153.04
75,SP95,2019,153.11
75,SP95,2020,138.7
75,SP95,2021,156.85
75,SP95,2022,190.0
75,E85,2016,78.29
75,E85,2017,68.83
75,E85,2018,68.18
75,E85,2019,71.63
75,E85,2020,68.16
75,E85,2021,69.14
75,E85,2022,81.0
75,SP98,2016,136.85
75,SP98,2017,144.89
75,SP98,2018,157.69
75,SP98,2019,157.96
75,SP98,2020,142.62
75,SP98,2021,161.74
75,SP98,2022,195.0
75,E10,2016,128.87
75,E10,2017,136.34
75,E10,2018,148.92
75,E10,2019,149.55
75,E10,2020,134.62
75,E10,2021,153.48
75,E10,2022,185.0
75,GPLc,2016,70.9
75,GPLc,2017,75.21
75,GPLc,2018,83.85
75,GPLc,2019,86.75
75,GPLc,2020,87.24
75,GPLc,2021,87.1
75,GPLc,2022,90.0
